[Strings]
nth  paddr      vaddr      len size section type    string
2057 0x0009e004 0x0049e004 12  13   .rodata ascii   Content-Type
2058 0x0009e014 0x0049e014 16  17   .rodata ascii   application/json
2059 0x0009e028 0x0049e028 9   10   .rodata ascii   $.objects
2060 0x0009e034 0x0049e034 15  16   .rodata ascii   "objects": %.*s
2061 0x0009e044 0x0049e044 18  19   .rodata ascii   {"params": {%.*s}}
2062 0x0009e058 0x0049e058 70  71   .rodata ascii   {"id": %.*s, "error": {"code": %d, "message": "%s"}, "jsonrpc": "2.0"}
2063 0x0009e0a0 0x0049e0a0 38  39   .rodata ascii   BUILD_RESPONSE_JSON: Invalid arguments
2064 0x0009e0c8 0x0049e0c8 45  46   .rodata ascii   Failed to allocate memory for response buffer
2065 0x0009e0fc 0x0049e0fc 28  29   .rodata ascii   "id": %.*s,"jsonrpc": "2.0",
2066 0x0009e11c 0x0049e11c 12  13   .rodata ascii   "result": %s
2067 0x0009e12c 0x0049e12c 40  41   .rodata ascii   Request %s failed. Code: %d, Message: %s
2068 0x0009e158 0x0049e158 38  39   .rodata ascii   "error": {"code": %d, "message": "%s"}
2069 0x0009e190 0x0049e190 5   6    .rodata ascii   FATAL
2070 0x0009e198 0x0049e198 5   6    .rodata ascii   ERROR
2071 0x0009e1a0 0x0049e1a0 4   5    .rodata ascii   WARN
2072 0x0009e1a8 0x0049e1a8 4   5    .rodata ascii   INFO
2073 0x0009e1b0 0x0049e1b0 5   6    .rodata ascii   DEBUG
2074 0x0009e1b8 0x0049e1b8 5   6    .rodata ascii   TRACE
2075 0x0009e1c0 0x0049e1c0 5   6    .rodata ascii   \e[35m
2076 0x0009e1c8 0x0049e1c8 5   6    .rodata ascii   \e[31m
2077 0x0009e1d0 0x0049e1d0 5   6    .rodata ascii   \e[33m
2078 0x0009e1d8 0x0049e1d8 5   6    .rodata ascii   \e[32m
2079 0x0009e1e0 0x0049e1e0 5   6    .rodata ascii   \e[36m
2080 0x0009e1e8 0x0049e1e8 5   6    .rodata ascii   \e[94m
2081 0x0009e1f0 0x0049e1f0 8   9    .rodata ascii   %H:%M:%S
2082 0x0009e200 0x0049e200 11  12   .rodata ascii   %s%-5s\e[0m 
2083 0x0009e20c 0x0049e20c 16  17   .rodata ascii   \e[90m%s:%d:\e[0m 
2084 0x0009e220 0x0049e220 17  18   .rodata ascii   %Y-%m-%d %H:%M:%S
2085 0x0009e234 0x0049e234 12  13   .rodata ascii   %-5s %s:%d: 
2086 0x0009e250 0x0049e250 11  12   .rodata ascii   DNS timeout
2087 0x0009e25c 0x0049e25c 20  21   .rodata ascii   %s DNS lookup failed
2088 0x0009e274 0x0049e274 9   10   .rodata ascii   DNS error
2089 0x0009e288 0x0049e288 42  43   .rodata ascii   DNS server URL is NULL. Call mg_mgr_init()
2090 0x0009e2b4 0x0049e2b4 8   9    .rodata ascii   resolver
2091 0x0009e2c0 0x0049e2c0 11  12   .rodata ascii   resolve OOM
2092 0x0009e2cc 0x0049e2cc 8   9    .rodata ascii   DNS send
2093 0x0009e2e4 0x0049e2e4 4   5    .rodata ascii   -inf
2094 0x0009e2f0 0x0049e2f0 4   5    .rodata ascii   %.*s
2095 0x0009e2f8 0x0049e2f8 16  17   .rodata ascii   0123456789abcdef
2096 0x0009e310 0x0049e310 6   7    .rodata ascii   %s..%d
2097 0x0009e324 0x0049e324 4   5    .rodata ascii   a+be
2098 0x0009e32c 0x0049e32c 19  20   .rodata ascii   Content-Disposition
2099 0x0009e340 0x0049e340 4   5    .rodata ascii   name
2100 0x0009e348 0x0049e348 8   9    .rodata ascii   filename
2101 0x0009e354 0x0049e354 21  22   .rodata ascii   Authorization: Basic 
2102 0x0009e370 0x0049e370 14  15   .rodata ascii   Content-Length
2103 0x0009e380 0x0049e380 5   6    .rodata ascii   HTTP/
2104 0x0009e38c 0x0049e38c 4   5    .rodata ascii   POST
2105 0x0009e398 0x0049e398 10  11   .rodata ascii           \r\n
2106 0x0009e3a4 0x0049e3a4 5   6    .rodata ascii   %08lx
2107 0x0009e3ac 0x0049e3ac 5   6    .rodata ascii   %lx\r\n
2108 0x0009e3b4 0x0049e3b4 8   9    .rodata ascii   Continue
2109 0x0009e3c0 0x0049e3c0 19  20   .rodata ascii   Switching Protocols
2110 0x0009e3d4 0x0049e3d4 10  11   .rodata ascii   Processing
2111 0x0009e3e4 0x0049e3e4 7   8    .rodata ascii   Created
2112 0x0009e3ec 0x0049e3ec 8   9    .rodata ascii   Accepted
2113 0x0009e3f8 0x0049e3f8 29  30   .rodata ascii   Non-authoritative Information
2114 0x0009e418 0x0049e418 10  11   .rodata ascii   No Content
2115 0x0009e424 0x0049e424 13  14   .rodata ascii   Reset Content
2116 0x0009e434 0x0049e434 15  16   .rodata ascii   Partial Content
2117 0x0009e444 0x0049e444 12  13   .rodata ascii   Multi-Status
2118 0x0009e454 0x0049e454 16  17   .rodata ascii   Already Reported
2119 0x0009e468 0x0049e468 7   8    .rodata ascii   IM Used
2120 0x0009e470 0x0049e470 16  17   .rodata ascii   Multiple Choices
2121 0x0009e484 0x0049e484 17  18   .rodata ascii   Moved Permanently
2122 0x0009e498 0x0049e498 5   6    .rodata ascii   Found
2123 0x0009e4a0 0x0049e4a0 9   10   .rodata ascii   See Other
2124 0x0009e4ac 0x0049e4ac 12  13   .rodata ascii   Not Modified
2125 0x0009e4bc 0x0049e4bc 9   10   .rodata ascii   Use Proxy
2126 0x0009e4c8 0x0049e4c8 18  19   .rodata ascii   Temporary Redirect
2127 0x0009e4dc 0x0049e4dc 18  19   .rodata ascii   Permanent Redirect
2128 0x0009e4f0 0x0049e4f0 11  12   .rodata ascii   Bad Request
2129 0x0009e4fc 0x0049e4fc 12  13   .rodata ascii   Unauthorized
2130 0x0009e50c 0x0049e50c 16  17   .rodata ascii   Payment Required
2131 0x0009e520 0x0049e520 9   10   .rodata ascii   Forbidden
2132 0x0009e52c 0x0049e52c 9   10   .rodata ascii   Not Found
2133 0x0009e538 0x0049e538 18  19   .rodata ascii   Method Not Allowed
2134 0x0009e54c 0x0049e54c 14  15   .rodata ascii   Not Acceptable
2135 0x0009e55c 0x0049e55c 29  30   .rodata ascii   Proxy Authentication Required
2136 0x0009e57c 0x0049e57c 15  16   .rodata ascii   Request Timeout
2137 0x0009e58c 0x0049e58c 8   9    .rodata ascii   Conflict
2138 0x0009e598 0x0049e598 4   5    .rodata ascii   Gone
2139 0x0009e5a0 0x0049e5a0 15  16   .rodata ascii   Length Required
2140 0x0009e5b0 0x0049e5b0 19  20   .rodata ascii   Precondition Failed
2141 0x0009e5c4 0x0049e5c4 17  18   .rodata ascii   Payload Too Large
2142 0x0009e5d8 0x0049e5d8 20  21   .rodata ascii   Request-URI Too Long
2143 0x0009e5f0 0x0049e5f0 22  23   .rodata ascii   Unsupported Media Type
2144 0x0009e608 0x0049e608 31  32   .rodata ascii   Requested Range Not Satisfiable
2145 0x0009e628 0x0049e628 18  19   .rodata ascii   Expectation Failed
2146 0x0009e63c 0x0049e63c 12  13   .rodata ascii   I'm a teapot
2147 0x0009e64c 0x0049e64c 19  20   .rodata ascii   Misdirected Request
2148 0x0009e660 0x0049e660 20  21   .rodata ascii   Unprocessable Entity
2149 0x0009e678 0x0049e678 6   7    .rodata ascii   Locked
2150 0x0009e680 0x0049e680 17  18   .rodata ascii   Failed Dependency
2151 0x0009e694 0x0049e694 16  17   .rodata ascii   Upgrade Required
2152 0x0009e6a8 0x0049e6a8 21  22   .rodata ascii   Precondition Required
2153 0x0009e6c0 0x0049e6c0 17  18   .rodata ascii   Too Many Requests
2154 0x0009e6d4 0x0049e6d4 31  32   .rodata ascii   Request Header Fields Too Large
2155 0x0009e6f4 0x0049e6f4 34  35   .rodata ascii   Connection Closed Without Response
2156 0x0009e718 0x0049e718 29  30   .rodata ascii   Unavailable For Legal Reasons
2157 0x0009e738 0x0049e738 21  22   .rodata ascii   Client Closed Request
2158 0x0009e750 0x0049e750 21  22   .rodata ascii   Internal Server Error
2159 0x0009e768 0x0049e768 15  16   .rodata ascii   Not Implemented
2160 0x0009e778 0x0049e778 11  12   .rodata ascii   Bad Gateway
2161 0x0009e784 0x0049e784 19  20   .rodata ascii   Service Unavailable
2162 0x0009e798 0x0049e798 15  16   .rodata ascii   Gateway Timeout
2163 0x0009e7a8 0x0049e7a8 26  27   .rodata ascii   HTTP Version Not Supported
2164 0x0009e7c4 0x0049e7c4 23  24   .rodata ascii   Variant Also Negotiates
2165 0x0009e7dc 0x0049e7dc 20  21   .rodata ascii   Insufficient Storage
2166 0x0009e7f4 0x0049e7f4 13  14   .rodata ascii   Loop Detected
2167 0x0009e804 0x0049e804 12  13   .rodata ascii   Not Extended
2168 0x0009e814 0x0049e814 31  32   .rodata ascii   Network Authentication Required
2169 0x0009e834 0x0049e834 29  30   .rodata ascii   Network Connect Timeout Error
2170 0x0009f028 0x0049f028 49  50   .rodata ascii   HTTP/1.1 %d %s\r\n%sContent-Length:            \r\n\r\n
2171 0x0009f05c 0x0049f05c 6   7    .rodata ascii   %-10lu
2172 0x0009f064 0x0049f064 11  12   .rodata ascii   "%lld.%lld"
2173 0x0009f070 0x0049f070 4   5    .rodata ascii   html
2174 0x0009f078 0x0049f078 24  25   .rodata ascii   text/html; charset=utf-8
2175 0x0009f09c 0x0049f09c 23  24   .rodata ascii   text/css; charset=utf-8
2176 0x0009f0b8 0x0049f0b8 30  31   .rodata ascii   text/javascript; charset=utf-8
2177 0x0009f0dc 0x0049f0dc 9   10   .rodata ascii   image/gif
2178 0x0009f0ec 0x0049f0ec 9   10   .rodata ascii   image/png
2179 0x0009f0fc 0x0049f0fc 10  11   .rodata ascii   image/jpeg
2180 0x0009f108 0x0049f108 4   5    .rodata ascii   jpeg
2181 0x0009f110 0x0049f110 4   5    .rodata ascii   woff
2182 0x0009f118 0x0049f118 9   10   .rodata ascii   font/woff
2183 0x0009f128 0x0049f128 8   9    .rodata ascii   font/ttf
2184 0x0009f138 0x0049f138 13  14   .rodata ascii   image/svg+xml
2185 0x0009f14c 0x0049f14c 25  26   .rodata ascii   text/plain; charset=utf-8
2186 0x0009f16c 0x0049f16c 15  16   .rodata ascii   video/x-msvideo
2187 0x0009f180 0x0049f180 8   9    .rodata ascii   text/csv
2188 0x0009f190 0x0049f190 18  19   .rodata ascii   application/msword
2189 0x0009f1a8 0x0049f1a8 24  25   .rodata ascii   application/octet-stream
2190 0x0009f1c8 0x0049f1c8 16  17   .rodata ascii   application/gzip
2191 0x0009f1e0 0x0049f1e0 12  13   .rodata ascii   image/x-icon
2192 0x0009f1f0 0x0049f1f0 4   5    .rodata ascii   json
2193 0x0009f1f8 0x0049f1f8 16  17   .rodata ascii   application/json
2194 0x0009f210 0x0049f210 15  16   .rodata ascii   video/quicktime
2195 0x0009f224 0x0049f224 10  11   .rodata ascii   audio/mpeg
2196 0x0009f234 0x0049f234 9   10   .rodata ascii   video/mp4
2197 0x0009f240 0x0049f240 4   5    .rodata ascii   mpeg
2198 0x0009f248 0x0049f248 10  11   .rodata ascii   video/mpeg
2199 0x0009f258 0x0049f258 15  16   .rodata ascii   application/pdf
2200 0x0009f268 0x0049f268 5   6    .rodata ascii   shtml
2201 0x0009f274 0x0049f274 18  19   .rodata ascii   application/tar-gz
2202 0x0009f28c 0x0049f28c 9   10   .rodata ascii   audio/wav
2203 0x0009f298 0x0049f298 4   5    .rodata ascii   webp
2204 0x0009f2a0 0x0049f2a0 10  11   .rodata ascii   image/webp
2205 0x0009f2b0 0x0049f2b0 15  16   .rodata ascii   application/zip
2206 0x0009f2c4 0x0049f2c4 10  11   .rodata ascii   video/3gpp
2207 0x0009f2d4 0x0049f2d4 6   7    .rodata ascii   bytes=
2208 0x0009f2dc 0x0049f2dc 15  16   .rodata ascii   Accept-Encoding
2209 0x0009f2ec 0x0049f2ec 4   5    .rodata ascii   gzip
2210 0x0009f2f4 0x0049f2f4 5   6    .rodata ascii   %s.gz
2211 0x0009f2fc 0x0049f2fc 10  11   .rodata ascii   Not found\n
2212 0x0009f308 0x0049f308 13  14   .rodata ascii   If-None-Match
2213 0x0009f318 0x0049f318 5   6    .rodata ascii   Range
2214 0x0009f320 0x0049f320 29  30   .rodata ascii   Content-Range: bytes */%lld\r\n
2215 0x0009f340 0x0049f340 37  38   .rodata ascii   Content-Range: bytes %llu-%llu/%llu\r\n
2216 0x0009f368 0x0049f368 24  25   .rodata ascii   Content-Encoding: gzip\r\n
2217 0x0009f384 0x0049f384 76  77   .rodata ascii   HTTP/1.1 %d %s\r\nContent-Type: %.*s\r\nEtag: %s\r\nContent-Length: %llu\r\n%s%s%s\r\n
2218 0x0009f3d4 0x0049f3d4 4   5    .rodata ascii   HEAD
2219 0x0009f3dc 0x0049f3dc 6   7    .rodata ascii   %s%c%s
2220 0x0009f3e8 0x0049f3e8 5   6    .rodata ascii   [DIR]
2221 0x0009f3f0 0x0049f3f0 4   5    .rodata ascii   %lld
2222 0x0009f3fc 0x0049f3fc 87  88   .rodata ascii     <tr><td><a href="%.*s%s">%s%s</a></td><td name=%lu>%s</td><td name=%lld>%s</td></tr>\n
2223 0x0009f454 0x0049f454 452 453  .rodata ascii   <script>function srt(tb, sc, so, d) {var tr = Array.prototype.slice.call(tb.rows, 0),tr = tr.sort(function (a, b) { var c1 = a.cells[sc], c2 = b.cells[sc],n1 = c1.getAttribute('name'), n2 = c2.getAttribute('name'), t1 = a.cells[2].getAttribute('name'), t2 = b.cells[2].getAttribute('name'); return so * (t1 < 0 && t2 >= 0 ? -1 : t2 < 0 && t1 >= 0 ? 1 : n1 ? parseInt(n2) - parseInt(n1) : c1.textContent.trim().localeCompare(c2.textContent.trim())); });
2224 0x0009f61c 0x0049f61c 451 452  .rodata ascii   for (var i = 0; i < tr.length; i++) tb.appendChild(tr[i]); if (!d) window.location.hash = ('sc=' + sc + '&so=' + so); };window.onload = function() {var tb = document.getElementById('tb');var m = /sc=([012]).so=(1|-1)/.exec(window.location.hash) || [0, 2, 1];var sc = m[1], so = m[2]; document.onclick = function(ev) { var c = ev.target.rel; if (c) {if (c == sc) so *= -1; srt(tb, c, so); sc = c; ev.preventDefault();}};srt(tb, sc, so, true);}</script>
2225 0x0009f7e0 0x0049f7e0 87  88   .rodata ascii   HTTP/1.1 200 OK\r\nContent-Type: text/html; charset=utf-8\r\n%sContent-Length:         \r\n\r\n
2226 0x0009f838 0x0049f838 391 392  .rodata ascii   <!DOCTYPE html><html><head><title>Index of %.*s</title>%s%s<style>th,td {text-align: left; padding-right: 1em; font-family: monospace; }</style></head><body><h1>Index of %.*s</h1><table cellpadding="0"><thead><tr><th><a href="#" rel="0">Name</a></th><th><a href="#" rel="1">Modified</a></th><th><a href="#" rel="2">Size</a></th></tr><tr><td colspan="3"><hr></td></tr></thead><tbody id="tb">\n
2227 0x0009f9c0 0x0049f9c0 79  80   .rodata ascii     <tr><td><a href="..">..</a></td><td name=-1></td><td name=-1>[DIR]</td></tr>\n
2228 0x0009fa10 0x0049fa10 4   5    .rodata ascii   7.15
2229 0x0009fa18 0x0049fa18 112 113  .rodata ascii   </tbody><tfoot><tr><td colspan="3"><hr></td></tr></tfoot></table><address>Mongoose v.%s</address></body></html>\n
2230 0x0009fa8c 0x0049fa8c 18  19   .rodata ascii   Exceeded path size
2231 0x0009faa0 0x0049faa0 12  13   .rodata ascii   Invalid path
2232 0x0009fab0 0x0049fab0 58  59   .rodata ascii   HTTP/1.1 301 Moved\r\nLocation: %.*s/\r\nContent-Length: 0\r\n\r\n
2233 0x0009faec 0x0049faec 11  12   .rodata ascii   /index.html
2234 0x0009faf8 0x0049faf8 12  13   .rodata ascii   /index.shtml
2235 0x0009fb08 0x0049fb08 14  15   .rodata ascii   /index.html.gz
2236 0x0009fb18 0x0049fb18 4   5    .rodata ascii   %%%M
2237 0x0009fb20 0x0049fb20 13  14   .rodata ascii   Authorization
2238 0x0009fb30 0x0049fb30 6   7    .rodata ascii   Basic 
2239 0x0009fb38 0x0049fb38 7   8    .rodata ascii   Bearer 
2240 0x0009fb40 0x0049fb40 6   7    .rodata ascii   Cookie
2241 0x0009fb48 0x0049fb48 12  13   .rodata ascii   access_token
2242 0x0009fb58 0x0049fb58 6   7    .rodata ascii   offset
2243 0x0009fb60 0x0049fb60 4   5    .rodata ascii   file
2244 0x0009fb6c 0x0049fb6c 13  14   .rodata ascii   file required
2245 0x0009fb7c 0x0049fb7c 16  17   .rodata ascii   %s: invalid file
2246 0x0009fb90 0x0049fb90 15  16   .rodata ascii   offset required
2247 0x0009fba0 0x0049fba0 24  25   .rodata ascii   %s: over max size of %lu
2248 0x0009fbbc 0x0049fbbc 19  20   .rodata ascii   %s: offset mismatch
2249 0x0009fbd0 0x0049fbd0 12  13   .rodata ascii   open(%s): %d
2250 0x0009fbe0 0x0049fbe0 17  18   .rodata ascii   Transfer-Encoding
2251 0x0009fbf4 0x0049fbf4 7   8    .rodata ascii   chunked
2252 0x0009fbfc 0x0049fbfc 25  26   .rodata ascii   Invalid Transfer-Encoding
2253 0x0009fc18 0x0049fc18 14  15   .rodata ascii   Content-length
2254 0x0009fc28 0x0049fc28 13  14   .rodata ascii   Invalid chunk
2255 0x0009fc38 0x0049fc38 10  11   .rodata ascii   Connection
2256 0x0009fc44 0x0049fc44 5   6    .rodata ascii   close
2257 0x0009fc4c 0x0049fc4c 5   6    .rodata ascii   /quit
2258 0x0009fc58 0x0049fc58 6   7    .rodata ascii   /debug
2259 0x0009fc60 0x0049fc60 7   8    .rodata ascii   $.level
2260 0x0009fc68 0x0049fc68 22  23   .rodata ascii   Debug level set to %d\n
2261 0x0009fc84 0x0049fc84 7   8    .rodata ascii   \b\f\n\r\t\"
2262 0x0009fc8c 0x0049fc8c 7   8    .rodata ascii   bfnrt\"
2263 0x0009fc98 0x0049fc98 4   5    .rodata ascii   true
2264 0x0009fca0 0x0049fca0 4   5    .rodata ascii   null
2265 0x0009fca8 0x0049fca8 5   6    .rodata ascii   false
2266 0x0009fcb0 0x0049fcb0 18  19   .rodata ascii   %-6llx %d %s:%d:%s
2267 0x0009fd5c 0x0049fd5c 9   10   .rodata ascii   localhost
2268 0x0009fd68 0x0049fd68 4   5    .rodata ascii   udp:
2269 0x0009fd70 0x0049fd70 16  17   .rodata ascii   udp://8.8.8.8:53
2270 0x0009fd84 0x0049fd84 31  32   .rodata ascii   udp://[2001:4860:4860::8888]:53
2271 0x0009fda4 0x0049fda4 11  12   .rodata ascii   %d.%d.%d.%d
2272 0x0009fdb0 0x0049fdb0 25  26   .rodata ascii   [%x:%x:%x:%x:%x:%x:%x:%x]
2273 0x0009fdcc 0x0049fdcc 6   7    .rodata ascii   %M:%hu
2274 0x0009fdd4 0x0049fdd4 29  30   .rodata ascii   %02x:%02x:%02x:%02x:%02x:%02x
2275 0x0009fdf4 0x0049fdf4 64  65   .rodata ascii   ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/
2276 0x0009fe38 0x0049fe38 16  17   .rodata ascii   "%.*s not found"
2277 0x0009fe4c 0x0049fe4c 8   9    .rodata ascii   $.method
2278 0x0009fe58 0x0049fe58 8   9    .rodata ascii   $.result
2279 0x0009fe64 0x0049fe64 7   8    .rodata ascii   $.error
2280 0x0009fe70 0x0049fe70 4   5    .rodata ascii   $.id
2281 0x0009fe78 0x0049fe78 12  13   .rodata ascii   {%m:%.*s,%m:
2282 0x0009fe88 0x0049fe88 6   7    .rodata ascii   result
2283 0x0009fea0 0x0049fea0 4   5    .rodata ascii   .*s,
2284 0x0009fea8 0x0049fea8 13  14   .rodata ascii   %m:{%m:%d,%m:
2285 0x0009feb8 0x0049feb8 7   8    .rodata ascii   message
2286 0x0009fec0 0x0049fec0 4   5    .rodata ascii   code
2287 0x0009fec8 0x0049fec8 5   6    .rodata ascii   error
2288 0x0009fed8 0x0049fed8 4   5    .rodata ascii   %s%m
2289 0x0009fee0 0x0049fee0 4   5    .rodata ascii   [%M]
2290 0x0009ff15 0x0049ff15 5   6    .rodata ascii   }\fUt]
2291 0x0009ff34 0x0049ff34 5   7    .rodata utf8    ̡\f$o, blocks=Combining Diacritical Marks,Basic Latin
2292 0x0009ff47 0x0049ff47 4   5    .rodata ascii   vRQ>
2293 0x0009ff6b 0x0049ff6b 5   6    .rodata ascii   '8!\e.
2294 0x0009ff75 0x0049ff75 7   8    .rodata ascii   \r8STs\ne
2295 0x0009ff7d 0x0049ff7d 4   5    .rodata ascii   \njv.
2296 0x0009ff92 0x0049ff92 4   6    .rodata utf8    K£Ql blocks=Basic Latin,Latin-1 Supplement
2297 0x0009ffb0 0x0049ffb0 4   5    .rodata ascii   LwH'
2298 0x0009ffbf 0x0049ffbf 4   6    .rodata utf8    NOʜ[ blocks=Basic Latin,IPA Extensions
2299 0x0009ffc5 0x0049ffc5 7   10   .rodata utf8    o.htoc blocks=Basic Latin,Private Use Area
2300 0x0009ffe8 0x0049ffe8 25  26   .rodata ascii   udp://time.google.com:123
2301 0x000a0004 0x004a0004 16  17   .rodata ascii   MG_MAX_RECV_SIZE
2302 0x000a001c 0x004a001c 12  13   .rodata ascii   socket error
2303 0x000a002c 0x004a002c 12  13   .rodata ascii   socket(): %d
2304 0x000a003c 0x004a003c 11  12   .rodata ascii   connect: %d
2305 0x000a0048 0x004a0048 15  16   .rodata ascii   SSI not enabled
2306 0x000a0058 0x004a0058 18  19   .rodata ascii   TLS is not enabled
2307 0x000a0090 0x004a0090 4   5    .rodata ascii   wss:
2308 0x000a0098 0x004a0098 6   7    .rodata ascii   https:
2309 0x000a00a0 0x004a00a0 6   7    .rodata ascii   mqtts:
2310 0x000a00a8 0x004a00a8 4   5    .rodata ascii   ssl:
2311 0x000a00b0 0x004a00b0 4   5    .rodata ascii   tls:
2312 0x000a00b8 0x004a00b8 5   6    .rodata ascii   tcps:
2313 0x000a00c0 0x004a00c0 5   6    .rodata ascii   http:
2314 0x000a00cc 0x004a00cc 5   6    .rodata ascii   mqtt:
2315 0x000a00d8 0x004a00d8 12  13   .rodata ascii   /dev/urandom
2316 0x000a00e8 0x004a00e8 16  17   .rodata ascii   %d.%d.%d.%d/%d%n
2317 0x000a00fc 0x004a00fc 13  14   .rodata ascii   %d.%d.%d.%d%n
2318 0x000a010c 0x004a010c 36  37   .rodata ascii   258EAFA5-E914-47DA-95CA-C5AB0DC85B11
2319 0x000a0134 0x004a0134 101 102  .rodata ascii   HTTP/1.1 101 Switching Protocols\r\nUpgrade: websocket\r\nConnection: Upgrade\r\nSec-WebSocket-Accept: %s\r\n
2320 0x000a019c 0x004a019c 30  31   .rodata ascii   Sec-WebSocket-Protocol: %.*s\r\n
2321 0x000a01bc 0x004a01bc 8   9    .rodata ascii   not http
2322 0x000a01cc 0x004a01cc 18  19   .rodata ascii   ws handshake error
2323 0x000a01e0 0x004a01e0 16  17   .rodata ascii   unknown WS op %d
2324 0x000a0220 0x004a0220 120 121  .rodata ascii   GET %s HTTP/1.1\r\nUpgrade: websocket\r\nHost: %.*s\r\nConnection: Upgrade\r\nSec-WebSocket-Version: 13\r\nSec-WebSocket-Key: %s\r\n
2325 0x000a029c 0x004a029c 17  18   .rodata ascii   Sec-WebSocket-Key
2326 0x000a02b0 0x004a02b0 20  21   .rodata ascii   WS upgrade expected\n
2327 0x000a02c8 0x004a02c8 22  23   .rodata ascii   Sec-WebSocket-Protocol
2328 0x000a02e0 0x004a02e0 7   8    .rodata ascii   DP83867
2329 0x000a02e8 0x004a02e8 7   8    .rodata ascii   DP83848
2330 0x000a02f0 0x004a02f0 7   8    .rodata ascii   DP83825
2331 0x000a02f8 0x004a02f8 5   6    .rodata ascii   DP83x
2332 0x000a0300 0x004a0300 5   6    .rodata ascii   KSZ8x
2333 0x000a0308 0x004a0308 6   7    .rodata ascii   LAN87x
2334 0x000a0310 0x004a0310 7   8    .rodata ascii   RTL8201
2335 0x000a0318 0x004a0318 7   8    .rodata ascii   unknown
2336 0x000a035d 0x004a035d 5   6    .rodata ascii   QkkXa
2337 0x000a03bf 0x004a03bf 9   10   .rodata ascii   A%i.%i.%i
