[Strings]
nth  paddr      vaddr      len size section type    string
1147 0x00097a28 0x00497a28 15  16   .rodata ascii   start_job_queue
1148 0x00097a38 0x00497a38 15  16   .rodata ascii   pause_job_queue
1149 0x00097a48 0x00497a48 20  21   .rodata ascii   server.job_queue.job
1150 0x00097a60 0x00497a60 22  23   .rodata ascii   server.job_queue.start
1151 0x00097a78 0x00497a78 22  23   .rodata ascii   server.job_queue.pause
1152 0x00097a90 0x00497a90 23  24   .rodata ascii   server.job_queue.status
1153 0x00097aa8 0x00497aa8 21  22   .rodata ascii   server.job_queue.jump
1154 0x00097ac0 0x00497ac0 5   6    .rodata ascii   ready
1155 0x00097ac8 0x00497ac8 6   7    .rodata ascii   paused
1156 0x00097ad0 0x00497ad0 7   8    .rodata ascii   loading
1157 0x00097ad8 0x00497ad8 8   9    .rodata ascii   starting
1158 0x00097ae4 0x00497ae4 18  19   .rodata ascii   Invalid arguments.
1159 0x00097af8 0x00497af8 47  48   .rodata ascii   Failed to acquire lock. Queue is probably busy.
1160 0x00097b28 0x00497b28 23  24   .rodata ascii   Queue is probably busy.
1161 0x00097b40 0x00497b40 6   7    .rodata ascii   [%.*s]
1162 0x00097b48 0x00497b48 8   9    .rodata ascii   ["%.*s"]
1163 0x00097b54 0x00497b54 25  26   .rodata ascii   Memory allocation failed.
1164 0x00097b70 0x00497b70 18  19   .rodata ascii   Error parsing JSON
1165 0x00097b84 0x00497b84 4   5    .rodata ascii   %.*s
1166 0x00097b8c 0x00497b8c 18  19   .rodata ascii   File not found: %s
1167 0x00097ba0 0x00497ba0 29  30   .rodata ascii   G-Code File %s does not exist
1168 0x00097bc0 0x00497bc0 10  11   .rodata ascii   jobs_added
1169 0x00097bcc 0x00497bcc 9   10   .rodata ascii   job_state
1170 0x00097bd8 0x00497bd8 38  39   .rodata ascii   Job queue is empty. Nothing to delete.
1171 0x00097c00 0x00497c00 25  26   .rodata ascii   Error creating job queue.
1172 0x00097c1c 0x00497c1c 12  13   .rodata ascii   jobs_removed
1173 0x00097c38 0x00497c38 33  34   .rodata ascii   Error converting job map to list.
1174 0x00097c5c 0x00497c5c 13  14   .rodata ascii   state_changed
1175 0x00097c6c 0x00497c6c 26  27   .rodata ascii   Error getting queue state.
1176 0x00097c88 0x00497c88 4   5    .rodata ascii   null
1177 0x00097c90 0x00497c90 58  59   .rodata ascii   {"action": "%s", "updated_queue": %s, "queue_state": "%s"}
1178 0x00097ccc 0x00497ccc 36  37   .rodata ascii   Error creating job queue event data.
1179 0x00097cf4 0x00497cf4 10  11   .rodata ascii   klippy_api
1180 0x00097d00 0x00497d00 21  22   .rodata ascii   Klippy API not found.
1181 0x00097d18 0x00497d18 21  22   .rodata ascii   {"print_stats": null}
1182 0x00097d30 0x00497d30 31  32   .rodata ascii   Error querying print stats : %s
1183 0x00097d50 0x00497d50 19  20   .rodata ascii   $.print_stats.state
1184 0x00097d64 0x00497d64 10  11   .rodata ascii   "printing"
1185 0x00097d70 0x00497d70 8   9    .rodata ascii   "paused"
1186 0x00097d7c 0x00497d7c 6   7    .rodata ascii   gcodes
1187 0x00097d84 0x00497d84 44  45   .rodata ascii   Queue State Changed during Transition Gcode.
1188 0x00097db4 0x00497db4 23  24   .rodata ascii   Error Loading print: %s
1189 0x00097dcc 0x00497dcc 10  11   .rodata ascii   job_loaded
1190 0x00097dd8 0x00497dd8 37  38   .rodata ascii   {"queued_jobs":%s,"queue_state":"%s"}
1191 0x00097e00 0x00497e00 27  28   .rodata ascii   JobQueue or request is NULL
1192 0x00097e1c 0x00497e1c 14  15   .rodata ascii   $.params.reset
1193 0x00097e2c 0x00497e2c 4   5    .rodata ascii   true
1194 0x00097e34 0x00497e34 6   7    .rodata ascii   "true"
1195 0x00097e3c 0x00497e3c 5   6    .rodata ascii   false
1196 0x00097e44 0x00497e44 7   8    .rodata ascii   "false"
1197 0x00097e4c 0x00497e4c 5   6    .rodata ascii   reset
1198 0x00097e54 0x00497e54 24  25   .rodata ascii   No data for argument: %s
1199 0x00097e70 0x00497e70 9   10   .rodata ascii   filenames
1200 0x00097e7c 0x00497e7c 12  13   .rodata ascii   $.params.all
1201 0x00097e94 0x00497e94 7   8    .rodata ascii   job_ids
1202 0x00097e9c 0x00497e9c 18  19   .rodata ascii   Method not allowed
1203 0x00097eb0 0x00497eb0 6   7    .rodata ascii   job_id
1204 0x00097eb8 0x00497eb8 18  19   .rodata ascii   Invalid job id: %s
1205 0x00097ed0 0x00497ed0 5   6    .rodata ascii   %016X
1206 0x00097ed8 0x00497ed8 77  78   .rodata ascii   {"job_id": "%s","filename": "%s","time_added": %ld.%09ld,"time_in_queue": %f}
1207 0x00097f28 0x00497f28 32  33   .rodata ascii   Failed to format job to JSON: %s
1208 0x00097f5e 0x00497f5e 35  36   .rodata ascii   .AFailed to create last_print_stats
1209 0x00097f84 0x00497f84 131 132  .rodata ascii   /var/jenkins_home/workspace/IngenicX2600-security-build/integrated_platform/creality/output/build/nexusprime/components/job_state.c
1210 0x00098008 0x00498008 21  22   .rodata ascii   server:klippy_started
1211 0x00098020 0x00498020 26  27   .rodata ascii   server:klippy_disconnected
1212 0x0009803c 0x0049803c 7   8    .rodata ascii   standby
1213 0x00098044 0x00498044 7   8    .rodata ascii   started
1214 0x0009804c 0x0049804c 6   7    .rodata ascii   paused
1215 0x00098054 0x00498054 7   8    .rodata ascii   resumed
1216 0x0009805c 0x0049805c 8   9    .rodata ascii   complete
1217 0x00098068 0x00498068 9   10   .rodata ascii   cancelled
1218 0x00098074 0x00498074 5   6    .rodata ascii   state
1219 0x0009807c 0x0049807c 8   9    .rodata ascii   filename
1220 0x00098088 0x00498088 14  15   .rodata ascii   total_duration
1221 0x00098098 0x00498098 8   9    .rodata ascii   "paused"
1222 0x000980a4 0x004980a4 10  11   .rodata ascii   klippy_api
1223 0x000980b0 0x004980b0 27  28   .rodata ascii   Failed to lookup klippy_api
1224 0x000980cc 0x004980cc 20  21   .rodata ascii   {"print_stats":null}
1225 0x000980e4 0x004980e4 35  36   .rodata ascii   Failed to subscribe print_stats: %s
1226 0x00098108 0x00498108 13  14   .rodata ascii   $.print_stats
1227 0x00098118 0x00498118 27  28   .rodata ascii   Failed to parse print_stats
1228 0x00098134 0x00498134 4   5    .rodata ascii   %.*s
1229 0x0009813c 0x0049813c 35  36   .rodata ascii   Failed to malloc memory for key_str
1230 0x00098160 0x00498160 35  36   .rodata ascii   Failed to malloc memory for val_str
1231 0x00098184 0x00498184 25  26   .rodata ascii   Job state initialized: %s
1232 0x000981a0 0x004981a0 8   9    .rodata ascii   printing
1233 0x000981ac 0x004981ac 5   6    .rodata ascii   error
1234 0x000981b4 0x004981b4 7   8    .rodata ascii   $.state
1235 0x000981bc 0x004981bc 37  38   .rodata ascii   Failed to malloc memory for new_state
1236 0x000981e4 0x004981e4 23  24   .rodata ascii   Failed to create new_ps
1237 0x000981fc 0x004981fc 10  11   .rodata ascii   "printing"
1238 0x00098208 0x00498208 9   10   .rodata ascii   "resumed"
1239 0x00098214 0x00498214 10  11   .rodata ascii   $.filename
1240 0x00098220 0x00498220 17  18   .rodata ascii   Job Started: %.*s
1241 0x00098234 0x00498234 9   10   .rodata ascii   "started"
1242 0x00098240 0x00498240 27  28   .rodata ascii   Job state changed: %s -> %s
1243 0x0009825c 0x0049825c 14  15   .rodata ascii   job_state:%.*s
1244 0x0009826c 0x0049826c 33  34   .rodata ascii   Failed to malloc memory for event
1245 0x00098290 0x00498290 23  24   .rodata ascii   job_state:state_changed
1246 0x000982a8 0x004982a8 6   7    .rodata ascii   $.info
1247 0x000982b0 0x004982b0 15  16   .rodata ascii   $.current_layer
1248 0x000982c0 0x004982c0 13  14   .rodata ascii   $.total_layer
1249 0x000982d0 0x004982d0 23  24   .rodata ascii   job_state:layer_changed
1250 0x000982f0 0x004982f0 38  39   .rodata ascii   {"configfile": ["config", "settings"]}
1251 0x00098318 0x00498318 16  17   .rodata ascii   "list_endpoints"
1252 0x0009832c 0x0049832c 24  25   .rodata ascii   "gcode/subscribe_output"
1253 0x00098348 0x00498348 24  25   .rodata ascii   "register_remote_method"
1254 0x00098364 0x00498364 15  16   .rodata ascii   /tmp/klippy_uds
1255 0x00098374 0x00498374 18  19   .rodata ascii   klippy_uds_address
1256 0x00098388 0x00498388 6   7    .rodata ascii   server
1257 0x00098390 0x00498390 4   5    .rodata ascii   %s%s
1258 0x00098398 0x00498398 29  30   .rodata ascii   Failed to expand uds_address.
1259 0x000983b8 0x004983b8 128 129  .rodata ascii   /var/jenkins_home/workspace/IngenicX2600-security-build/integrated_platform/creality/output/build/nexusprime/components/klippy.c
1260 0x0009843c 0x0049843c 31  32   .rodata ascii   Failed to get user information.
1261 0x0009845c 0x0049845c 37  38   .rodata ascii   Failed to create remote methods list.
1262 0x00098484 0x00498484 43  44   .rodata ascii   Failed to create remote methods dictionary.
1263 0x000984b0 0x004984b0 45  46   .rodata ascii   Failed to create pending requests dictionary.
1264 0x000984e0 0x004984e0 42  43   .rodata ascii   Failed to create subscriptions dictionary.
1265 0x0009850c 0x0049850c 22  23   .rodata ascii   Server:Websocket_close
1266 0x00098524 0x00498524 48  49   .rodata ascii   Failed to create subscriptions cache dictionary.
1267 0x00098558 0x00498558 21  22   .rodata ascii   Socket not connected.
1268 0x00098570 0x00498570 24  25   .rodata ascii   Klippy is not connected.
1269 0x0009858c 0x0049858c 28  29   .rodata ascii   Klippy is already connected.
1270 0x000985ac 0x004985ac 29  30   .rodata ascii   Klippy socket creation failed
1271 0x000985cc 0x004985cc 34  35   .rodata ascii   Connection to klippy socket failed
1272 0x000985f0 0x004985f0 40  41   .rodata ascii   Successfully connected to klippy socket.
1273 0x0009861c 0x0049861c 18  19   .rodata ascii   Invalid parameter.
1274 0x00098630 0x00498630 23  24   .rodata ascii   Server not initialized.
1275 0x00098648 0x00498648 11  12   .rodata ascii   nex-klipper
1276 0x00098654 0x00498654 7   18   .rodata utf8    线程名称：%s blocks=CJK Unified Ideographs,Halfwidth and Fullwidth Forms,Basic Latin
1277 0x00098668 0x00498668 22  23   .rodata ascii   process_gcode_response
1278 0x00098680 0x00498680 21  22   .rodata ascii   process_status_update
1279 0x00098698 0x00498698 12  13   .rodata ascii   Select error
1280 0x000986a8 0x004986a8 35  36   .rodata ascii   Timeout occurred, no data received.
1281 0x000986cc 0x004986cc 38  39   .rodata ascii   No response received or error occurred
1282 0x000986f4 0x004986f4 58  59   .rodata ascii   Server is not running, remote method registration ignored.
1283 0x00098730 0x00498730 29  30   .rodata ascii   Method already registered: %s
1284 0x00098750 0x00498750 49  50   .rodata ascii   Failed to allocate memory for remote method node.
1285 0x00098784 0x00498784 57  58   .rodata ascii   Failed to allocate memory for remote method registration.
1286 0x000987c0 0x004987c0 28  29   .rodata ascii   Registered remote method: %s
1287 0x000987e0 0x004987e0 20  21   .rodata ascii   Method not found: %s
1288 0x000987f8 0x004987f8 31  32   .rodata ascii   Unregistered remote method: %s\n
1289 0x00098818 0x00498818 39  40   .rodata ascii   Server is not running, request ignored.
1290 0x00098840 0x00498840 21  22   .rodata ascii   Server is not running
1291 0x00098858 0x00498858 41  42   .rodata ascii   Klippy is not connected, request ignored.
1292 0x00098884 0x00498884 23  24   .rodata ascii   Klippy is not connected
1293 0x0009889c 0x0049889c 29  30   .rodata ascii   Failed to create new request.
1294 0x000988bc 0x004988bc 8   9    .rodata ascii   database
1295 0x000988c8 0x004988c8 14  15   .rodata ascii   $.klipper_path
1296 0x000988d8 0x004988d8 13  14   .rodata ascii   $.python_path
1297 0x000988e8 0x004988e8 11  12   .rodata ascii   "path":"%s"
1298 0x000988f8 0x004988f8 17  18   .rodata ascii   "executable":"%s"
1299 0x0009890c 0x0049890c 6   7    .rodata ascii   {%.*s}
1300 0x00098914 0x00498914 40  41   .rodata ascii   Failed to allocate memory for path info.
1301 0x00098940 0x00498940 17  18   .rodata ascii   klippy_connection
1302 0x00098954 0x00498954 6   7    .rodata ascii   nexusp
1303 0x0009895c 0x0049895c 23  24   .rodata ascii   Failed to save path: %s
1304 0x00098974 0x00498974 10  11   .rodata ascii   klippy_api
1305 0x00098980 0x00498980 27  28   .rodata ascii   Failed to get endpoints: %s
1306 0x0009899c 0x0049899c 11  12   .rodata ascii   $.endpoints
1307 0x000989a8 0x004989a8 24  25   .rodata ascii   Failed to get endpoints.
1308 0x000989c4 0x004989c4 12  13   .rodata ascii   printer.%.*s
1309 0x000989d4 0x004989d4 39  40   .rodata ascii   Failed to allocate memory for endpoint.
1310 0x000989fc 0x004989fc 11  12   .rodata ascii   Objects: %s
1311 0x00098a08 0x00498a08 29  30   .rodata ascii   Failed to get object list: %s
1312 0x00098a28 0x00498a28 17  18   .rodata ascii   {"webhooks":null}
1313 0x00098a3c 0x00498a3c 20  21   .rodata ascii   Webhooks Subscribed.
1314 0x00098a54 0x00498a54 32  33   .rodata ascii   Failed to subscribe webhooks: %s
1315 0x00098a78 0x00498a78 24  25   .rodata ascii   Gcode Output Subscribed.
1316 0x00098a94 0x00498a94 36  37   .rodata ascii   Failed to subscribe gcode output: %s
1317 0x00098abc 0x00498abc 25  26   .rodata ascii   Klippy OR server is NULL.
1318 0x00098ad8 0x00498ad8 32  33   .rodata ascii   Klippy API component not loaded.
1319 0x00098afc 0x00498afc 29  30   .rodata ascii   Failed to get klippy info: %s
1320 0x00098b1c 0x00498b1c 18  19   .rodata ascii   $.software_version
1321 0x00098b30 0x00498b30 4   5    .rodata ascii   %.*s
1322 0x00098b38 0x00498b38 46  47   .rodata ascii   Failed to allocate memory for klipper version.
1323 0x00098b68 0x00498b68 12  13   .rodata ascii   $.process_id
1324 0x00098b78 0x00498b78 10  11   .rodata ascii   $.group_id
1325 0x00098b84 0x00498b84 9   10   .rodata ascii   $.user_id
1326 0x00098b90 0x00498b90 4   5    .rodata ascii   null
1327 0x00098b98 0x00498b98 53  54   .rodata ascii   {"process_id": %.*s,"group_id": %.*s,"user_id": %.*s}
1328 0x00098bd0 0x00498bd0 47  48   .rodata ascii   Failed to allocate memory for peer credentials.
1329 0x00098c00 0x00498c00 42  43   .rodata ascii   Failed to allocate memory for klippy info.
1330 0x00098c2c 0x00498c2c 15  16   .rodata ascii   $.state_message
1331 0x00098c3c 0x00498c3c 44  45   .rodata ascii   Failed to allocate memory for state message.
1332 0x00098c6c 0x00498c6c 7   8    .rodata ascii   $.state
1333 0x00098c74 0x00498c74 24  25   .rodata ascii   server:klippy_identified
1334 0x00098c90 0x00498c90 36  37   .rodata ascii   Failed to allocate memory for state.
1335 0x00098cb8 0x00498cb8 21  22   .rodata ascii   server:klippy_started
1336 0x00098cd0 0x00498cd0 15  16   .rodata ascii   KlippyState: %s
1337 0x00098ce0 0x00498ce0 22  23   .rodata ascii   server:klippy_shutdown
1338 0x00098cf8 0x00498cf8 36  37   .rodata ascii   Unable to register remote method: %s
1339 0x00098d20 0x00498d20 16  17   .rodata ascii   Klippy is ready.
1340 0x00098d34 0x00498d34 19  20   .rodata ascii   server:klippy_ready
1341 0x00098d48 0x00498d48 63  64   .rodata ascii   Klippy state transition from ready during init, new state: {%d}
1342 0x00098d88 0x00498d88 29  30   .rodata ascii   Klippy Connection Initialized
1343 0x00098da8 0x00498da8 32  33   .rodata ascii   Klippy Connection Failed to Init
1344 0x00098dcc 0x00498dcc 8   9    .rodata ascii   $.params
1345 0x00098dd8 0x00498dd8 10  11   .rodata ascii   $.response
1346 0x00098de4 0x00498de4 45  46   .rodata ascii   Failed to allocate memory for gcode response.
1347 0x00098e14 0x00498e14 21  22   .rodata ascii   server:gcode_response
1348 0x00098e2c 0x00498e2c 8   9    .rodata ascii   $.status
1349 0x00098e38 0x00498e38 31  32   .rodata ascii   Failed to parse status JSON: %s
1350 0x00098e58 0x00498e58 37  38   .rodata ascii   Failed to allocate memory for status.
1351 0x00098e80 0x00498e80 10  11   .rodata ascii   $.webhooks
1352 0x00098e8c 0x00498e8c 37  38   .rodata ascii   Klippy state transition: {%s} -> {%s}
1353 0x00098eb4 0x00498eb4 11  12   .rodata ascii   $.eventtime
1354 0x00098ec0 0x00498ec0 27  28   .rodata ascii   Invalid status update: %.*s
1355 0x00098edc 0x00498edc 48  49   .rodata ascii   Failed to allocate memory for connection status.
1356 0x00098f10 0x00498f10 6   7    .rodata ascii   $.%.*s
1357 0x00098f18 0x00498f18 42  43   .rodata ascii   Failed to allocate memory for fields list.
1358 0x00098f44 0x00498f44 36  37   .rodata ascii   Failed to allocate memory for field.
1359 0x00098f6c 0x00498f6c 11  12   .rodata ascii   %.*s: %.*s,
1360 0x00098f78 0x00498f78 53  54   .rodata ascii   Failed to allocate memory for connection status JSON.
1361 0x00098fb0 0x00498fb0 8   9    .rodata ascii   Internal
1362 0x00098fbc 0x00498fbc 20  21   .rodata ascii   klippy:status_update
1363 0x00098fd4 0x00498fd4 68  69   .rodata ascii   {"jsonrpc":"2.0","method":"notify_status_update","params":[%s,%.*s]}
1364 0x0009901c 0x0049901c 25  26   .rodata ascii   Invalid connection ID: %s
1365 0x00099038 0x00499038 32  33   .rodata ascii   Failed to wake up connection %lu
1366 0x0009905c 0x0049905c 39  40   .rodata ascii   Invalid subscription for connection: %s
1367 0x00099084 0x00499084 8   9    .rodata ascii   $.method
1368 0x00099090 0x00499090 35  36   .rodata ascii   No callback function for method: %s
1369 0x000990b4 0x004990b4 36  37   .rodata ascii   Unknown registered remote method: %s
1370 0x000990dc 0x004990dc 4   5    .rodata ascii   $.id
1371 0x000990e4 0x004990e4 30  31   .rodata ascii   Invalid Klippy response : %.*s
1372 0x00099104 0x00499104 41  42   .rodata ascii   Failed to allocate memory for request ID.
1373 0x00099130 0x00499130 43  44   .rodata ascii   No request matching request ID: %.*s : %.*s
1374 0x0009915c 0x0049915c 8   9    .rodata ascii   $.result
1375 0x0009916c 0x0049916c 4   5    .rodata ascii   "ok"
1376 0x00099174 0x00499174 7   8    .rodata ascii   $.error
1377 0x0009917c 0x0049917c 9   10   .rodata ascii   $.message
1378 0x00099188 0x00499188 25  26   .rodata ascii   Malformed Klippy Response
1379 0x000991a4 0x004991a4 25  26   .rodata ascii   Klippy connected callback
1380 0x000991c0 0x004991c0 28  29   .rodata ascii   Klippy disconnected callback
1381 0x000991e0 0x004991e0 19  20   .rodata ascii   Klippy disconnected
1382 0x000991f4 0x004991f4 50  51   .rodata ascii   Failed to allocate memory for Klippy disconnected.
1383 0x00099228 0x00499228 19  20   .rodata ascii   Klippy Disconnected
1384 0x0009923c 0x0049923c 26  27   .rodata ascii   server:klippy_disconnected
1385 0x00099258 0x00499258 28  29   .rodata ascii   Invalid Klippy or WebRequest
1386 0x00099278 0x00499278 34  35   .rodata ascii   Failed to get method from request.
1387 0x0009929c 0x0049929c 17  18   .rodata ascii   objects/subscribe
1388 0x000992b0 0x004992b0 48  49   .rodata ascii   Failed to get associated websocket from request.
1389 0x000992e4 0x004992e4 50  51   .rodata ascii   No connection associated with subscription request
1390 0x0009931c 0x0049931c 44  45   .rodata ascii   Failed to allocate memory for connection ID.
1391 0x0009934c 0x0049934c 46  47   .rodata ascii   Klippy subscription removed for connection %s.
1392 0x0009937c 0x0049937c 46  47   .rodata ascii   Invalid parameters for KlippyRequest creation.
1393 0x000993ac 0x004993ac 44  45   .rodata ascii   Failed to allocate memory for KlippyRequest.
1394 0x000993e0 0x004993e0 47  48   .rodata ascii   Failed to allocate memory for KlippyRequest ID.
1395 0x00099410 0x00499410 30  31   .rodata ascii   Creating subscription request.
1396 0x00099430 0x00499430 47  48   .rodata ascii   Failed to parse subscription request params: %s
1397 0x00099460 0x00499460 7   8    .rodata ascii   objects
1398 0x00099468 0x00499468 51  52   .rodata ascii   Failed to duplicate subscription request params: %s
1399 0x0009949c 0x0049949c 27  28   .rodata ascii   Invalid subscription entry.
1400 0x000994b8 0x004994b8 38  39   .rodata ascii   Failed to parse subscription: %s -> %s
1401 0x000994e0 0x004994e0 26  27   .rodata ascii   Invalid subscription item.
1402 0x000994fc 0x004994fc 44  45   .rodata ascii   item or prev_items is not array and not null
1403 0x0009952c 0x0049952c 30  31   .rodata ascii   Subscription objects count: %d
1404 0x0009954c 0x0049954c 106 107  .rodata ascii   {"id": %s,"method": "%s","params": {"objects": %s,"response_template":{"method":"process_status_update"}}}
1405 0x000995b8 0x004995b8 38  39   .rodata ascii   No objects specified for subscription.
1406 0x000995e0 0x004995e0 101 102  .rodata ascii   Failed to get associated websocket for subscription request or allocate memory for subscription JSON.
1407 0x00099648 0x00499648 11  12   .rodata ascii   {%.*s,%.*s}
1408 0x00099654 0x00499654 45  46   .rodata ascii   Failed to add subscription to internal cache.
1409 0x00099684 0x00499684 12  13   .rodata ascii   gcode/script
1410 0x00099694 0x00499694 8   9    .rodata ascii   $.script
1411 0x000996a0 0x004996a0 24  25   .rodata ascii   Sending gcode script: %s
1412 0x000996bc 0x004996bc 32  33   .rodata ascii   klippy_connection:gcode_received
1413 0x000996e0 0x004996e0 40  41   .rodata ascii   {"id": %s, "method": "%s", "params": %s}
1414 0x0009970c 0x0049970c 54  55   .rodata ascii   Failed to allocate memory for KlippyRequest JSON data.
1415 0x00099744 0x00499744 41  42   .rodata ascii   Failed to initialize KlippyRequest mutex.
1416 0x00099770 0x00499770 54  55   .rodata ascii   Failed to initialize KlippyRequest condition variable.
1417 0x000997a8 0x004997a8 34  35   .rodata ascii   Klippy request result already set.
1418 0x000997cc 0x004997cc 43  44   .rodata ascii   Failed to parse Klippy subscription result.
1419 0x000997f8 0x004997f8 9   10   .rodata ascii   eventtime
1420 0x00099804 0x00499804 35  36   .rodata ascii   Invalid Klippy subscription result.
1421 0x00099828 0x00499828 6   7    .rodata ascii   status
1422 0x00099830 0x00499830 44  45   .rodata ascii   Failed to allocate memory for pruned status.
1423 0x00099860 0x00499860 42  43   .rodata ascii   Failed to allocate memory for status diff.
1424 0x0009988c 0x0049988c 11  12   .rodata ascii   print_stats
1425 0x00099898 0x00499898 5   6    .rodata ascii   state
1426 0x000998a0 0x004998a0 30  31   .rodata ascii   Received print_stats state: %s
1427 0x000998c0 0x004998c0 46  47   .rodata ascii   subscription result missing print_stats field.
1428 0x000998f0 0x004998f0 47  48   .rodata ascii   Failed to get status diff object for object %s.
1429 0x00099920 0x00499920 46  47   .rodata ascii   Failed to allocate memory for fields to cache.
1430 0x00099950 0x00499950 50  51   .rodata ascii   Failed to allocate memory for removed field array.
1431 0x00099984 0x00499984 56  57   .rodata ascii   Removed excluded fields from subscription cache: %s : %s
1432 0x000999c0 0x004999c0 51  52   .rodata ascii   Failed to parse Klippy subscription request params.
1433 0x000999f4 0x004999f4 35  36   .rodata ascii   Failed to allocate memory for item.
1434 0x00099a18 0x00499a18 44  45   .rodata ascii   Failed to allocate memory for pruned object.
1435 0x00099a48 0x00499a48 52  53   .rodata ascii   Invalid subscription fields for object '%s' -> '%s'.
1436 0x00099a80 0x00499a80 47  48   .rodata ascii   Failed to allocate memory for status diff JSON.
1437 0x00099ab0 0x00499ab0 50  51   .rodata ascii   Detected status difference during subscription: %s
1438 0x00099ae4 0x00499ae4 47  48   .rodata ascii   Failed to allocate memory for eventtime string.
1439 0x00099b14 0x00499b14 43  44   .rodata ascii   {"params": {"eventtime": %s, "status": %s}}
1440 0x00099b40 0x00499b40 44  45   .rodata ascii   Failed to allocate memory for event message.
1441 0x00099b70 0x00499b70 38  39   .rodata ascii   Sent status update to all subscribers.
1442 0x00099b98 0x00499b98 52  53   .rodata ascii   Failed to allocate memory for removed objects array.
1443 0x00099bd0 0x00499bd0 39  40   .rodata ascii   Failed to allocate memory for new item.
1444 0x00099bf8 0x00499bf8 46  47   .rodata ascii   Failed to allocate memory for new result JSON.
1445 0x00099c28 0x00499c28 22  23   .rodata ascii   Invalid KlippyRequest.
1446 0x00099c40 0x00499c40 18  19   .rodata ascii   Waiting for result
1447 0x00099c54 0x00499c54 23  24   .rodata ascii   Failed to send request.
1448 0x00099c6c 0x00499c6c 22  23   .rodata ascii   Failed to send request
1449 0x00099c84 0x00499c84 34  35   .rodata ascii   Method: %s request timedout: %lus.
1450 0x00099ca8 0x00499ca8 24  25   .rodata ascii   Klippy request timed out
1451 0x00099cd0 0x00499cd0 19  20   .rodata ascii   printer.print.start
1452 0x00099ce4 0x00499ce4 19  20   .rodata ascii   printer.print.pause
1453 0x00099cf8 0x00499cf8 20  21   .rodata ascii   printer.print.resume
1454 0x00099d10 0x00499d10 20  21   .rodata ascii   printer.print.cancel
1455 0x00099d28 0x00499d28 15  16   .rodata ascii   printer.restart
1456 0x00099d38 0x00499d38 24  25   .rodata ascii   printer.firmware_restart
1457 0x00099d54 0x00499d54 17  18   .rodata ascii   Invalid argument.
1458 0x00099d6c 0x00499d6c 14  15   .rodata ascii   list_endpoints
1459 0x00099d7c 0x00499d7c 14  15   .rodata ascii   emergency_stop
1460 0x00099d8c 0x00499d8c 5   6    .rodata ascii   0.1.1
1461 0x00099d94 0x00499d94 6   7    .rodata ascii   nexusp
1462 0x00099d9c 0x00499d9c 51  52   .rodata ascii   {"client_info": {"program": "%s", "version": "%s"}}
1463 0x00099dd0 0x00499dd0 4   5    .rodata ascii   info
1464 0x00099dd8 0x00499dd8 12  13   .rodata ascii   objects/list
1465 0x00099de8 0x00499de8 15  16   .rodata ascii   {"objects": %s}
1466 0x00099df8 0x00499df8 37  38   .rodata ascii   Failed to allocate memory for params.
1467 0x00099e20 0x00499e20 132 133  .rodata ascii   /var/jenkins_home/workspace/IngenicX2600-security-build/integrated_platform/creality/output/build/nexusprime/components/klippy_api.c
1468 0x00099ea8 0x00499ea8 26  27   .rodata ascii   Failed to allocate memory.
1469 0x00099ec4 0x00499ec4 13  14   .rodata ascii   objects/query
1470 0x00099ed4 0x00499ed4 8   9    .rodata ascii   $.status
1471 0x00099ee0 0x00499ee0 35  36   .rodata ascii   Failed to get status from response.
1472 0x00099f04 0x00499f04 37  38   .rodata ascii   Invalid response received from Klippy
1473 0x00099f2c 0x00499f2c 4   5    .rodata ascii   %.*s
1474 0x00099f34 0x00499f34 25  26   .rodata ascii   Invalid object name: %.*s
1475 0x00099f50 0x00499f50 6   7    .rodata ascii   $.%.*s
1476 0x00099f58 0x00499f58 4   5    .rodata ascii   null
1477 0x00099f60 0x00499f60 10  11   .rodata ascii   %.*s:null,
1478 0x00099f6c 0x00499f6c 17  18   .rodata ascii   %.*s:[%.*s,%.*s],
1479 0x00099f80 0x00499f80 10  11   .rodata ascii   %.*s:%.*s,
1480 0x00099f8c 0x00499f8c 6   7    .rodata ascii   {%.*s}
1481 0x00099f94 0x00499f94 17  18   .rodata ascii   objects/subscribe
1482 0x00099fa8 0x00499fa8 20  21   .rodata ascii   klippy:status_update
1483 0x00099fc0 0x00499fc0 57  58   .rodata ascii   {"response_template":{"method":"process_gcode_response"}}
1484 0x00099ffc 0x00499ffc 22  23   .rodata ascii   gcode/subscribe_output
1485 0x0009a014 0x0049a014 58  59   .rodata ascii   {"response_template":{"method":"%s"},"remote_method":"%s"}
1486 0x0009a050 0x0049a050 22  23   .rodata ascii   register_remote_method
1487 0x0009a068 0x0049a068 16  17   .rodata ascii   {"script": "%s"}
1488 0x0009a07c 0x0049a07c 12  13   .rodata ascii   gcode/script
1489 0x0009a08c 0x0049a08c 33  34   .rodata ascii   SDCARD_PRINT_FILE FILENAME=\"%s\"
1490 0x0009a0b0 0x0049a0b0 37  38   .rodata ascii   Failed to allocate memory for script.
1491 0x0009a0d8 0x0049a0d8 35  36   .rodata ascii   Requesting Job Start, filename = %s
1492 0x0009a0fc 0x0049a0fc 30  31   .rodata ascii   klippy_apis:job_start_complete
1493 0x0009a11c 0x0049a11c 28  29   .rodata ascii   KlippyAPI or request is NULL
1494 0x0009a13c 0x0049a13c 8   9    .rodata ascii   filename
